epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,255.59117126464844,10.024653434753418,6.583927154541016,2.0874569416046143
1,5.557258605957031,1.9193503856658936,4.863162517547607,1.7504740953445435
2,4.428204536437988,1.705719232559204,4.641536712646484,1.6772230863571167
3,3.583228588104248,1.5124963521957397,4.389095306396484,1.633746862411499
4,3.688561201095581,1.5477956533432007,7.011831283569336,2.1210439205169678
